,Review,Date,Stars,Restaurant
332,"Very disappointing meal at Market Grill. Totally
unimaginative menu recommended by the chef.  Tomato salad arrived as watermelon salad. Glass of wine was barely a quarter of a glass.  Dessert of creme brûlée …",2 years ago, 4 stars ,TMG
333,,2 years ago, 5 stars ,TMG
334,,2 years ago, 4 stars ,TMG
335,,2 years ago, 5 stars ,TMG
336,,2 years ago, 5 stars ,TMG
337,"I had the Bleu Cheese Burger and every ingredient is characteristically tasty on its own. From the walnut raisin bun to the sweet burnt onion marmalade to the bleu cheese. The centre of it all - the beef patty is tender, juicy and grilled to perfection. I can't wait to be back to try the signature steaks!",2 years ago, 2 stars ,TMG
338,Best burger I’ve had in Singapore! It was perfect. The fries were nicely crisped as well. I would happily go back!,2 years ago, 4 stars ,TMG
339,,2 years ago, 4 stars ,TMG
340,,2 years ago, 4 stars ,TMG
341,First time there... Good lobster bisque and Wagyu cheese burger,2 years ago, 5 stars ,TMG
342,I think we had a little too high an expectation when we made a reservation. We had the Wagyu Tri Tip steak which didn't have the marble and fat flavouring of Wagyu and wasn't amazing. The creme brulee dessert was overly covered with sugar …,2 years ago, 3 stars ,TMG
343,Seafood were really fresh and portion were great (we ordered the seafood tower)! But be prepared to leave with your clothes in smokey smell if you are seated too close to their grilling station.,2 years ago, 3 stars ,TMG
344,,2 years ago, 4 stars ,TMG
345,Came here for dinner this time. A Cosy and packed restaurant. The ribeye steak was good and price ok.,2 years ago, 5 stars ,TMG
346,"Great food, awefull wine",2 years ago, 2 stars ,TMG
347,,2 years ago, 5 stars ,TMG
348,"For price of $56, this is not the best lobster roll i ever have.  Salad and Chips are not that fantastic. Burgers is very average too8",2 years ago, 5 stars ,TMG
349,burger was good. pig ears were too greasy and it's a bit awkward to apply the sauce. also the worst Nero d'avolo I've had... skip it,2 years ago, 4 stars ,TMG
350,"Friendly, prompt service and the food is served fresh. Worth the money!",2 years ago, 5 stars ,TMG
351,Over priced place,2 years ago, 3 stars ,TMG
352,"The Market grill has been my Go to place for fantastic food and great ambience. Their lobster roll is absolutely heavenly, and they always have a good selection of meats, oysters and seafood to suit different tastes and budgets. They have …",2 years ago, 5 stars ,TMG
353,,2 years ago, 5 stars ,TMG
354,,2 years ago, 5 stars ,TMG
355,,2 years ago, 5 stars ,TMG
356,,2 years ago, 5 stars ,TMG
357,"Tried the lobster roll, it was sweet and fresh meat. The brioche was 👌🏽",2 years ago, 5 stars ,TMG
358,"The food super delicious
The waiters so friendly and they give you the best recommendation 👌🏻
I tried the cheese burger 😍 and I love it , the lobster roll and whole lobster …",2 years ago, 4 stars ,TMG
359,Food was great and the service was fantastic. The beef in particular was a highlight and cooked at medium had just the right balance of toughness without being too hard.,2 years ago, 5 stars ,TMG
360,Nice place for chit chat. Good seafood as well. Also small place but overall good,2 years ago, 4 stars ,TMG
361,"Love their lobster roll! Lobster chunks are fresh, juicy and chewy to the bite.",2 years ago, 5 stars ,TMG
362,Excellent beef wagyu and service. A favourite lunchtime place,2 years ago, 5 stars ,TMG
363,,2 years ago, 5 stars ,TMG
364,,2 years ago, 4 stars ,TMG
365,,2 years ago, 4 stars ,TMG
366,,2 years ago, 5 stars ,TMG
367,"Great food and great service, what more can you ask?",2 years ago, 3 stars ,TMG
368,,2 years ago, 5 stars ,TMG
369,Top quality burgers can't fault them on the food quality. Bit pricey though. 24 bucks for a cheesy is steep.,2 years ago, 4 stars ,TMG
370,Very good burgers,2 years ago, 3 stars ,TMG
371,The food here is amazing!!! It’s simple but done well. The bone marrow was fantastic with a well thought of marriage of flavors. The Burgers are superb!!! One of the best I’ve had. Will definitely be back!!,2 years ago, 4 stars ,TMG
372,,2 years ago, 4 stars ,TMG
373,,2 years ago, 4 stars ,TMG
374,"We used to frequent this place often. We had a cheese burger and bleu cheese burger. Still pretty good. The fried pig ears were disappointing though, they have reduced the size of the pig ears so they don't have 'substance' when you eat them. Still worth a visit",2 years ago, 4 stars ,TMG
375,Visited on a Monday night and restaurant was barely half filled. Had the blu cheese beef burger & an overpriced $18 clam chowder soup which was very underwhelming.,2 years ago, 5 stars ,TMG
376,,2 years ago, 1 star ,TMG
377,If you love Lobster Roll.. you have to try this place,2 years ago, 1 star ,TMG
378,,2 years ago, 5 stars ,TMG
379,,2 years ago, 5 stars ,TMG
380,,2 years ago, 4 stars ,TMG
381,MOST HORRID DINING EXPERIENCE. We ordered the blackmore steak which we wanted in medium rare but the person who took our orders said that it can only be done in medium. So my sister and i decided to try it since he said that it is the most …,2 years ago, 4 stars ,TMG
382,"Worst place ever. The waiter told us that the wagyu blackmore would be medium. When the steak came, it was well done and the meat was extremely tough. We asked for a change to another steak since the chef said there's not supposed to be any …",2 years ago, 5 stars ,TMG
383,Perfect burger,2 years ago, 4 stars ,TMG
384,Good place for burgers and steak,2 years ago, 5 stars ,TMG
385,,2 years ago, 4 stars ,TMG
386,Love the blue cheese wagyu burgers but the price is a touch on the steep side.,2 years ago, 4 stars ,TMG
387,,3 years ago, 5 stars ,TMG
388,Cozy restaurant with a nice vibe to it,3 years ago, 5 stars ,TMG
389,Awesome food as usual!,3 years ago, 4 stars ,TMG
390,,3 years ago, 5 stars ,TMG
391,,3 years ago, 5 stars ,TMG
392,Very nice food...,3 years ago, 4 stars ,TMG
393,Excellent food and knowledgeable staff made for a great dining experience,3 years ago, 5 stars ,TMG
394,,3 years ago, 5 stars ,TMG
395,"This place seems to swear by a very simple concept - fresh and absolutely delicious meat and seafood. And it works really well. There are no gimmicks and no fuss, only well executed dishes. …",3 years ago, 3 stars ,TMG
396,Yummy burgers. To die for lobster roll! Must visit. :),3 years ago, 5 stars ,TMG
397,,3 years ago, 4 stars ,TMG
398,Excellent service and delicious food!,3 years ago, 5 stars ,TMG
399,,3 years ago, 5 stars ,TMG
400,It's just ok for me ..,3 years ago, 4 stars ,TMG
401,,3 years ago, 3 stars ,TMG
402,"This place be famous of burger, beef is tender but too oily. Bacon also not crispy enough.  Almost same price with Black tap, but that store’s burger seems more worth $25.",3 years ago, 4 stars ,TMG
403,,3 years ago, 4 stars ,TMG
404,A great place for steak in Singapore at a reasonable price. A nice wine list too.,3 years ago, 3 stars ,TMG
405,Cosy environment. Staff helpful and courteous. Good service and fresh ingredients👍👍,3 years ago, 4 stars ,TMG
406,,3 years ago, 4 stars ,TMG
407,,3 years ago, 4 stars ,TMG
408,,3 years ago, 5 stars ,TMG
409,,3 years ago, 5 stars ,TMG
410,"Nice place to have a relaxing meal. Really enjoyed my burger. The seafood looked really fresh, but didn’t get to try. Has a European bistro feel. Great for lunches.",3 years ago, 5 stars ,TMG
411,,3 years ago, 5 stars ,TMG
412,,3 years ago, 3 stars ,TMG
413,,3 years ago, 4 stars ,TMG
414,Good place for lobster,3 years ago, 4 stars ,TMG
415,,3 years ago, 5 stars ,TMG
416,,3 years ago, 1 star ,TMG
417,"Went on a weekday night to check out our ex fav haunt again (our 2nd try after new chef came onboard). Came away disappointed again - ordered crispy pigs ears (chewy yes, crispy no - check out nuri's @ capitol for the really good ears), and …",3 years ago, 4 stars ,TMG
418,Good food.,3 years ago, 4 stars ,TMG
419,,3 years ago, 5 stars ,TMG
420,,3 years ago, 2 stars ,TMG
421,grossly overly porterhouse that has no flavour at all.,3 years ago, 5 stars ,TMG
422,,3 years ago, 5 stars ,TMG
423,Came here for dinner and had a great time food and service was excellent. I ordered the scallops for starters and a steak for the main course both were very good. Nice place 👍,3 years ago, 5 stars ,TMG
424,,3 years ago, 5 stars ,TMG
425,I'm super disappointed with the black Angus beef short rib!! Spent 80 plus for nothing. There is no seasoning cannot taste anything at all. I told the waiter but he only offered to get sauce for me omg. And tell me the side of the plate has …,3 years ago, 5 stars ,TMG
426,"Hi Calister, thank you for your feedback and we're sorry to hear about the bad experience. We’ll like to reach out to you personally, kindly share your email contact with us or drop us an email at info@marketgrill.com.sg. Thank you.",3 years ago, 4 stars ,TMG
427,"I've had good steak before but this place is another level. Friendly attentive staff complete the fantastic dining experience. But prices here will make you ask ""is it really worth it?"". …",3 years ago, 5 stars ,TMG
428,,3 years ago, 4 stars ,TMG
429,,3 years ago, 4 stars ,TMG
430,"Located in the historically rich district of Telok Ayer, the decor for The Market Grill is inspired by traditional old-style butcheries and diners, the perfect complement to its hearty and robust dishes. Through the glass doors, a haven for …",3 years ago, 4 stars ,TMG
431,"Excellent food and ambience. Pricey, but worth your time.",3 years ago, 4 stars ,TMG
432,"Excellent service- I would give a 5 Star for service
The burger was brilliant. I’m not a big bread fan, so was surprised at how much I liked the burger buns. The salad dressing was different, fresh tasting and …",3 years ago, 5 stars ,TMG
433,Nice lobster roll and good service.,3 years ago, 4 stars ,TMG
434,,3 years ago, 5 stars ,TMG
435,,3 years ago, 5 stars ,TMG
436,,3 years ago, 4 stars ,TMG
437,"Good ambience, hope to see more menu items!",3 years ago, 5 stars ,TMG
438,,3 years ago, 5 stars ,TMG
439,,3 years ago, 5 stars ,TMG
440,,3 years ago, 2 stars ,TMG
441,,3 years ago, 4 stars ,TMG
442,Slightly expensive but worth it. Will go back again.,3 years ago, 5 stars ,TMG
443,Great service,3 years ago, 4 stars ,TMG
444,"Delicious burgers, great location and an all round great place to chill out!",3 years ago, 4 stars ,TMG
445,,3 years ago, 5 stars ,TMG
446,Bad service,3 years ago, 4 stars ,TMG
447,"Food is decent. Burger is nice. Lobster roll is decent (perhaps give more fries on the lobster roll next time) hahaha. Price point is quite steep, perhaps not so value for money but it's worth a try ! Service is pretty good too. …",3 years ago, 4 stars ,TMG
448,Food and beer is nice,3 years ago, 4 stars ,TMG
449,,3 years ago, 1 star ,TMG
450,Solid lobster,3 years ago, 5 stars ,TMG
451,,3 years ago, 5 stars ,TMG
452,,3 years ago, 4 stars ,TMG
453,Generally the menu is nice with a good spread of burger n steak. Serving is a bit slow for busy lunch hour in CBD area.,3 years ago, 5 stars ,TMG
454,,3 years ago, 4 stars ,TMG
455,Went there 1.30 pm and was told the kitchen was closed,3 years ago, 4 stars ,TMG
456,"Dear Dean,
Thank you for leaving a feedback. We would like to apologise for the unpleasant experience at the outlet. Our lunchtime would be from 11.30am – 2.30pm (Mon-Sat, Sun closed) and the kitchen should open at 1.30pm. Would you kindly drop us an email at info@themarketgrill.com.sg as we would like to further investigate the situation and make sure our valued guests do not leave with any disappointment. Once again, we apologise for causing you any inconvenience.",3 years ago, 3 stars ,TMG
