,Unnamed: 0,Review,Date,Stars,Restaurant,feature_descriptors
441,441,"Visiting and honestly my boyfriend just needed an American meal to break up the Asian meals overload that we have been experiencing the entire trip. For a burger in Singapore, this place was definitely a pleasant surprise, since we did not …",2 years ago, 3 stars ,TFDB,"{'boyfriend': ['just', 'needed', 'American'], 'meal': ['break', 'Asian'], 'meals': ['overload', 'experiencing', 'entire'], 'trip': [], 'burger': [], 'place': ['definitely', 'pleasant'], 'surprise': ['did']}"
442,442,Good food,2 years ago, 4 stars ,TFDB,{'food': []}
444,444,Good,2 years ago, 5 stars ,TFDB,{}
445,445,I had burger no. 1 with 1 for 1 free side during happy hours. Patty at the right heat and the cheese was insanely delicious. But what made the experience of dining here great was the service staff esp Pappa! Great job!,2 years ago, 5 stars ,TFDB,"{'burger': [], '.': ['free'], 'side': ['happy'], 'hours': ['Patty', 'right'], 'heat': [], 'cheese': ['insanely', 'delicious', 'made'], 'experience': [], 'dining': ['here', 'great'], 'service': [], 'staff': ['esp', 'Great'], 'job': []}"
446,446,Awesome burgers,2 years ago, 5 stars ,TFDB,{'burgers': []}
447,447,Excellent Blue Cheese burgers... best in the world tastes & value...,2 years ago, 5 stars ,TFDB,"{'burgers': ['best'], 'world': ['tastes'], 'value': []}"
449,449,"Great burger as always. They name the burgers, burger no 1 - 4. And there's a veggie burger. No, it's not impossible burger :)
I had burger no 1. Great juicy patty, nicely grilled buns, with gorgonzola …",2 years ago, 5 stars ,TFDB,"{'burger': ['Great', 'juicy'], 'burgers': ['burger'], 'veggie': [], 'patty': ['nicely', 'grilled'], 'buns': [], 'gorgonzola': []}"
450,450,"Opens 24hrs!! That’s amazing!!!
Burger was juicy and tender, staffs are friendly too. Love this place and will go again in my next visit to Bangkok.",2 years ago, 5 stars ,TFDB,"{'staffs': ['are', 'friendly', 'too', 'Love'], 'place': ['go', 'again', 'next'], 'visit': []}"
451,451,One of the best burger place. Love their onions rings and milk shake too.,2 years ago, 5 stars ,TFDB,"{'burger': [], 'place': ['Love'], 'onions': [], 'rings': [], 'milk': ['shake', 'too']}"
452,452,Lovely cosy spot to hang out with friends,2 years ago, 5 stars ,TFDB,"{'cosy': [], 'spot': ['hang'], 'friends': []}"
453,453,Really nice tasting burger! I ordered a number 3. Juicy and patty was good. Jalapeño added a nice kick to the taste. …,2 years ago, 3 stars ,TFDB,"{'burger': ['ordered'], 'number': ['patty', 'good', 'added', 'nice'], 'kick': [], 'taste': []}"
457,457,"Filthy fries were bomb, fried chicken burger with BBQ miso was on point.",2 years ago, 5 stars ,TFDB,"{'fries': [], 'bomb': ['fried'], 'chicken': [], 'burger': [], 'miso': ['was'], 'point': []}"
458,458,One of the best warm melt chocolate cakes I had. Great vibe! The staff was friendly and responsive. Looking forward to trying their vegetarian options.,2 years ago, 5 stars ,TFDB,"{'melt': [], 'chocolate': [], 'cakes': ['had', 'Great'], 'vibe': [], 'staff': ['friendly', 'responsive', 'Looking', 'forward', 'trying', 'vegetarian'], 'options': []}"
459,459,"(Translated by Google) Delicious and voluminous
You can have a hamburger. The clerk is also very kind!
In particular, it is twice as much fun when eating at the counter seats facing …",2 years ago, 5 stars ,TFDB,"{'hamburger': [], 'clerk': ['also', 'very', 'kind', 'particular', 'twice', 'as', 'much', 'fun', 'when', 'eating'], 'counter': [], 'seats': ['facing']}"
460,460,My first Singapore Sling !,2 years ago, 3 stars ,TFDB,{}
462,462,"(Translated by Google) Because the buns are thick, they suck the meat juice moderately. The price is a little higher but it is a satisfying taste. The clerk is also kind. You can also order your own preference. …",2 years ago, 5 stars ,TFDB,"{'buns': ['are', 'thick', 'suck'], 'meat': [], 'juice': ['moderately'], 'price': ['little', 'higher', 'is', 'satisfying'], 'taste': [], 'clerk': ['also', 'kind', 'also', 'order', 'own'], 'preference': []}"
465,465,3 is a bit low but the value just isn't there for 4 stars.,2 years ago, 3 stars ,TFDB,"{'bit': ['low'], 'value': ['just', 'there'], 'stars': []}"
467,467,Very nice burgers!,2 years ago, 4 stars ,TFDB,{'burgers': []}
468,468,Burgers are really good. Love how soft the buns are. Just wish they gave more vegetables with the burger. …,2 years ago, 4 stars ,TFDB,"{'Burgers': ['really', 'good', 'Love', 'how', 'soft'], 'buns': ['Just', 'wish', 'gave', 'more'], 'vegetables': [], 'burger': []}"
469,469,Expensive,2 years ago, 3 stars ,TFDB,{}
470,470,Delicious 😋 English burger...,2 years ago, 5 stars ,TFDB,"{'😋': ['English'], 'burger': []}"
471,471,Deluxe burgers at a budget price,2 years ago, 5 stars ,TFDB,"{'burgers': [], 'budget': [], 'price': []}"
472,472,Petfect Place,2 years ago, 5 stars ,TFDB,{}
473,473,5 stars just for the crazy good mac and cheese burger. You need to make it a permanent part of the menu yo!,2 years ago, 5 stars ,TFDB,"{'stars': ['just', 'crazy', 'good'], 'mac': [], 'cheese': [], 'burger': ['need', 'make', 'permanent'], 'part': [], 'menu': []}"
474,474,Fairly quiet if you take the seats inside the restaurant.,2 years ago, 5 stars ,TFDB,"{'seats': [], 'restaurant': []}"
475,475,Great food.,2 years ago, 4 stars ,TFDB,{'food': []}
476,476,Looks like a place u would just want to walk in and have a burger and people watch. Its a small restaurant though. Fried chicken burger was yummy. Curly fries were a bit too salty.,2 years ago, 4 stars ,TFDB,"{'place': [], 'u': ['just', 'want', 'walk', 'in', 'have'], 'burger': ['yummy'], 'people': ['watch', 'small'], 'restaurant': ['though', 'Fried'], 'chicken': [], 'fries': [], 'bit': ['too', 'salty']}"
477,477,"I had a craving for burgers the last few days so I decided to find where in Singapore are the top burger joints and I ended up in 25 Degrees in Hotel G. The burgers came not as nice looking as all the photos I saw on the internet, anyway I …",2 years ago, 4 stars ,TFDB,"{'craving': [], 'burgers': ['came', 'as', 'nice', 'looking'], 'days': ['so', 'decided', 'find', 'where', 'top'], 'burger': [], 'joints': ['ended'], 'photos': ['saw'], 'internet': ['anyway']}"
478,478,Was here because Google stated it opens until 3am. Turns out they close at 1am,2 years ago, 2 stars ,TFDB,{'am': []}
482,482,Awesome burger place... Tried the number 1 burger and it was the best burger I've had in a while... Highly recommended!,2 years ago, 5 stars ,TFDB,"{'burger': ['had'], 'place': ['Tried'], 'number': [], 'while': ['Highly', 'recommended']}"
484,484,They have very delicious burgers.,2 years ago, 5 stars ,TFDB,{'burgers': []}
486,486,Underwhelmed. Price points are deceptively acceptable until you see the cheap ingredients. The Filter Fries is literally topped with cheap and unfavorful factory pre-fried shallots that one can find atop mee rebus. No bacon-ey taste. The …,2 years ago, 1 star ,TFDB,"{'Price': [], 'points': ['deceptively', 'acceptable', 'see', 'cheap'], 'ingredients': ['literally', 'topped', 'cheap', 'unfavorful'], 'factory': ['pre', '-', 'fried'], 'shallots': ['find'], 'mee': [], 'rebus': [], 'bacon': [], 'taste': []}"
487,487,"Medium done beef patty was bit dry without the add on. Medium rare was ok.
Mini hotdog was skinny.
Fries was frozen. Unexpected from a burger place.
Onion ring was undercook with residual flour taste.",2 years ago, 3 stars ,TFDB,"{'Medium': [], 'beef': [], 'patty': ['was'], 'bit': ['dry'], 'add': [], 'rare': ['ok', 'Mini'], 'hotdog': ['skinny'], 'Fries': ['frozen', 'Unexpected'], 'burger': [], 'place': [], 'Onion': [], 'ring': ['undercook', 'residual'], 'flour': [], 'taste': []}"
489,489,Absolutely love this place!,2 years ago, 5 stars ,TFDB,{'place': []}
494,494,"Love the Hollywood inspired interior of high ceiling and red leather. Expect good, hearty flavours for their signature burgers and for a limited time only, the Cheesy Mac Attack is the 'burger' to go for if you love mac & cheese. Utterly cheesy and true to taste. So yummy! Wash it all down with craft beers or milkshakes!",2 years ago, 5 stars ,TFDB,"{'interior': ['high'], 'ceiling': ['red'], 'leather': ['Expect', 'good', 'hearty'], 'flavours': [], 'signature': [], 'burgers': ['limited'], 'time': ['only'], 'burger': ['go', 'love'], 'mac': [], 'cheese': ['Utterly', 'cheesy', 'true', 'taste', 'So', 'Wash'], 'craft': [], 'beers': [], 'milkshakes': []}"
495,495,Good burger at great price. Wine is cheap for the area and taste good,2 years ago, 5 stars ,TFDB,"{'burger': ['great'], 'price': [], 'Wine': ['cheap'], 'area': ['taste', 'good']}"
497,497,Average burgers. Wouldn't go out of my way to eat their burgers. Not a ton of seating.,2 years ago, 3 stars ,TFDB,"{'burgers': [], 'way': ['eat'], 'ton': [], 'seating': []}"
498,498,Went there for supper with my teenage boys. The burgers were very juicy at medium rare. The milkshake was average.,2 years ago, 5 stars ,TFDB,"{'supper': ['teenage'], 'boys': [], 'burgers': ['very', 'juicy', 'medium', 'rare'], 'milkshake': ['average']}"
502,502,"awesome burger, their beef burgers are a bombs~
milkshake are average for their unique flavors, would have preferred their classic milkshake instead.",2 years ago, 5 stars ,TFDB,"{'burger': [], 'beef': [], 'burgers': [], 'milkshake': ['instead'], 'flavors': ['preferred', 'classic']}"
504,504,"Excellent food
Superior taste
Good prices
Try the mac one....",2 years ago, 5 stars ,TFDB,"{'food': [], 'taste': ['Good'], 'prices': ['Try'], 'mac': [], 'one': []}"
509,509,"(Translated by Google) Unfortunately no tasty cheese on the burgers. Froet is very good, warm and a lot …",2 years ago, 3 stars ,TFDB,"{'cheese': [], 'burgers': ['very', 'good', 'warm'], 'lot': []}"
510,510,"View is good and the beer is chilled and right....
Curly fry is abundant and well temperatured.
And the burger .... every mouth is mouthful and juicy !!
What would i want more ??",2 years ago, 4 stars ,TFDB,"{'View': ['good'], 'beer': ['chilled', 'right'], 'fry': ['abundant', 'well', 'temperatured'], 'burger': [], 'mouth': ['mouthful', 'juicy', 'want', 'more']}"
512,512,Great food and service.,2 years ago, 5 stars ,TFDB,"{'food': [], 'service': []}"
514,514,"Nice veggie burgers on the house.  Home made onion rings that were really nice. Quesadillas were nice as well.  Wheelchair friendly. Service was good.  Small place,  but cosy. Easy Parking on prinsep street, a short walk away. Good for a Sunday evening out with family. 🙌",2 years ago, 5 stars ,TFDB,"{'veggie': [], 'burgers': [], 'house': ['made'], 'onion': [], 'rings': ['were', 'really', 'nice', 'nice', 'as', 'well', 'friendly'], 'Service': ['good', 'Small'], 'place': [], 'cosy': [], 'prinsep': [], 'street': ['short'], 'walk': ['away', 'Good'], 'evening': [], 'family': []}"
517,517,"What a gem of a place. Where on earth can you find a bottle of wine at this price in a restaurant? One of the cheapest place for wine, with one for one during happy hour for their finger food. This place is apparently famous for their …",2 years ago, 5 stars ,TFDB,"{'gem': [], 'place': ['apparently', 'famous'], 'earth': ['find'], 'bottle': [], 'wine': ['happy'], 'price': [], 'restaurant': ['cheapest'], 'hour': [], 'finger': [], 'food': []}"
521,521,"The tuna burger I had was still quite ok, but the number 1 beef burger was too musky for our tastes.",2 years ago, 3 stars ,TFDB,"{'tuna': [], 'burger': ['was', 'too', 'musky'], 'number': [], 'beef': [], 'tastes': []}"
522,522,On the weekends they do breakfast which is pretty reasonably priced - scramble with a choice of toast or fruit and a coffee is 12 SGD. The scramble offers lots of different combinations and you can also create your own. They also do …,2 years ago, 4 stars ,TFDB,"{'weekends': ['do'], 'breakfast': ['is', 'pretty', 'reasonably', 'priced'], 'scramble': ['offers'], 'choice': [], 'toast': [], 'fruit': [], 'coffee': ['is'], 'lots': ['different'], 'combinations': ['also', 'create', 'own', 'also', 'do']}"
523,523,"This is our favourite local Kopitam (coffee place) in the morning. Local set breakfast comes with 2 soft boil eggs, toast with Kaya (coconut jam) & black coffee at S$2.50. Or 3 eggs and a side at S$7.  Nice sitting facing the front, catching the morning passersby 👍🏻",2 years ago, 5 stars ,TFDB,"{'coffee': [], 'place': [], 'morning': ['passersby'], 'set': [], 'breakfast': ['comes', 'soft'], 'boil': [], 'eggs': [], 'toast': ['coconut'], 'jam': ['black'], 'side': ['Nice'], 'sitting': ['facing'], 'front': ['catching'], '🏻': []}"
524,524,Sublime burgers and amazing milkshakes,2 years ago, 5 stars ,TFDB,"{'burgers': ['amazing'], 'milkshakes': []}"
526,526,"(Translated by Google) Good food but not cheap service ok but very slow a lot. They do not work
Food to the whole table at once and that is a big mistake when some eat the …",2 years ago, 3 stars ,TFDB,"{'food': ['cheap'], 'service': ['very', 'slow'], 'lot': ['work'], 'Food': ['whole'], 'table': ['once', 'big'], 'mistake': ['when', 'eat']}"
527,527,I expected something more..,2 years ago, 3 stars ,TFDB,{}
531,531,"Very tasty burger, you can choose how much cooked you want it, the place looks “European”. Next door (same business) nice place to drink and end up your day. price was good",2 years ago, 5 stars ,TFDB,"{'burger': ['choose', 'how', 'much', 'cooked', 'want'], 'place': ['drink', 'end'], 'door': ['same'], 'business': ['nice'], 'day': [], 'price': ['good']}"
532,532,"Located in a prime location below Hotel G, the burger I tried was Number one and I upsized it to include fries. The burger was so delicious, hot on the plate with medium well done meat in butter, the bun was so soft and absorbed the …",2 years ago, 5 stars ,TFDB,"{'location': [], 'burger': ['so', 'delicious', 'hot'], 'fries': [], 'plate': ['medium', 'well', 'done'], 'meat': [], 'butter': [], 'bun': ['so', 'soft', 'absorbed']}"
534,534,Service was attentive and the food were good but the Burger 1 was a tad too salty for my liking. I also suggest that the team uses a longer straw for the milkshake as its too short to drink from a tall glass!,2 years ago, 3 stars ,TFDB,"{'Service': ['attentive'], 'food': ['were', 'good', 'was'], 'tad': ['too', 'salty'], 'liking': ['also', 'suggest'], 'team': ['uses', 'longer'], 'straw': [], 'milkshake': ['too', 'short', 'drink', 'tall'], 'glass': []}"
537,537,"(Translated by Google) The frankness of the restaurant they eat is ok and clean

(Original) …",2 years ago, 4 stars ,TFDB,"{'frankness': [], 'restaurant': ['eat', 'ok', 'clean']}"
538,538,Quite warm in restaurant. Limited seats too.,2 years ago, 3 stars ,TFDB,"{'restaurant': ['Limited'], 'seats': ['too']}"
540,540,This restaurant is famous for hamburger but I took a coffee break here. Latte was good. Service was nice. It was not busy in the afternoon and it’s good place for reading books.,2 years ago, 4 stars ,TFDB,"{'restaurant': ['famous'], 'hamburger': ['took'], 'coffee': [], 'break': ['here', 'good'], 'Service': ['nice', 'busy'], 'afternoon': ['’s', 'good'], 'place': ['reading'], 'books': []}"
541,541,Good late night venue for burger staples,2 years ago, 4 stars ,TFDB,"{'night': [], 'venue': [], 'burger': [], 'staples': []}"
